run,obs_timestep,server_rtc_enabled,server_rtc_real_delay,current_p,server_first_p,server_end_p,server_max_p,image_variant,offline_first_mean,offline_end_mean,offline_max_mean,delta_end_server_minus_offline,delta_first_server_minus_offline,offline_end_minus_current_p,server_end_minus_current_p
recorded_obs-0629-02,137,True,3.0,0.9136436294925844,0.9028036337019321,0.7256151461452799,0.984103267944017,server_jpeg_bgr_q90,0.9267612658232792,0.8197028847720945,0.9593911898793058,-0.09408773862681463,-0.02395763212134716,-0.09394074472048985,-0.1880284833473045
recorded_obs-0629-02,152,True,3.0,0.8991837232097569,0.9224478190760261,0.8475876100374481,0.9258135024931563,saved_rgb,0.9179148158346413,0.7738964472305885,0.9495077759415518,0.07369116280685961,0.0045330032413848365,-0.12528727597916844,-0.05159611317230883
recorded_obs-0629-02,152,True,3.0,0.8991837232097569,0.9224478190760261,0.8475876100374481,0.9258135024931563,server_jpeg_bgr_q90,0.919897465311656,0.7910026198175416,0.9552936172342686,0.056584990219906484,0.0025503537643701835,-0.10818110339221532,-0.05159611317230883
recorded_obs-0629-02,154,True,3.0,0.9193797044040576,0.9240447373292028,0.7790236288624288,0.9372502910700761,saved_rgb,0.9255602932121615,0.8144744803909936,0.9584654704152591,-0.03545085152856475,-0.001515555882958708,-0.10490522401306401,-0.14035607554162877
recorded_obs-0629-02,154,True,3.0,0.9193797044040576,0.9240447373292028,0.7790236288624288,0.9372502910700761,server_jpeg_bgr_q90,0.9260747712966777,0.8089316572427288,0.961440790432291,-0.029908028380299934,-0.00203003396747492,-0.11044804716132883,-0.14035607554162877
recorded_obs-0629-02,169,True,3.0,0.8774592191819796,0.8897891527258182,0.5490424466948676,0.9266964790261075,saved_rgb,0.8818725450147802,0.5778366570347255,0.8982845892484569,-0.028794210339857962,0.00791660771103797,-0.299622562147254,-0.328416772487112
recorded_obs-0629-02,169,True,3.0,0.8774592191819796,0.8897891527258182,0.5490424466948676,0.9266964790261075,server_jpeg_bgr_q90,0.8815555386126702,0.5559962059671856,0.9004739398429461,-0.006953759272318005,0.008233614113147936,-0.321463013214794,-0.328416772487112
recorded_obs-0629-02,171,True,3.0,0.8948945575101906,0.9021933877315871,0.607512541012989,0.9187211995664913,saved_rgb,0.8989929172011152,0.6223546718719563,0.917288480076843,-0.01484213085896724,0.0032004705304718994,-0.2725398856382344,-0.28738201649720163
recorded_obs-0629-02,171,True,3.0,0.8948945575101906,0.9021933877315871,0.607512541012989,0.9187211995664913,server_jpeg_bgr_q90,0.8996060520525793,0.6093165634379709,0.9180381825782327,-0.0018040224249818992,0.0025873356790078184,-0.28557799407221973,-0.28738201649720163
recorded_obs-0629-02,186,True,3.0,0.8340695137744885,0.839124028542292,0.7666192073453966,0.9711148024896725,saved_rgb,0.8463038955935855,0.5807650998431002,0.9363404906967373,0.18585410750229636,-0.007179867051293587,-0.25330441393138825,-0.06745030642909189
recorded_obs-0629-02,186,True,3.0,0.8340695137744885,0.839124028542292,0.7666192073453966,0.9711148024896725,server_jpeg_bgr_q90,0.845908487872539,0.5313166182896498,0.9413163210321367,0.23530258905574675,-0.006784459330247072,-0.30275289548483864,-0.06745030642909189
recorded_obs-0629-02,188,True,3.0,0.8350098545774947,0.8342492008497664,0.6908578765492476,1.016223202964122,saved_rgb,0.8499480820241349,0.6640953171078763,0.9561022304304121,0.026762559441371292,-0.015698881174368462,-0.17091453746961838,-0.14415197802824709
recorded_obs-0629-02,188,True,3.0,0.8350098545774947,0.8342492008497664,0.6908578765492476,1.016223202964122,server_jpeg_bgr_q90,0.8549648619993503,0.6499138058906758,0.9638529939314486,0.04094407065857175,-0.020715661149583897,-0.18509604868681884,-0.14415197802824709
recorded_obs-0629-02,203,True,3.0,0.9116412653184621,0.9687285925743102,0.5550753849680337,0.975570775903649,saved_rgb,0.9110641481124706,0.6006930157527103,0.9502304412743501,-0.04561763078467662,0.057664444461839603,-0.31094824956575184,-0.35656588035042847
recorded_obs-0629-02,203,True,3.0,0.9116412653184621,0.9687285925743102,0.5550753849680337,0.975570775903649,server_jpeg_bgr_q90,0.9093031148177486,0.5807074357754392,0.950299751999002,-0.025632050807405493,0.059425477756561595,-0.330933829543023,-0.35656588035042847
recorded_obs-0629-02,205,True,3.0,0.9279366697985146,0.9441027922412222,0.750125716723801,0.9600123876372342,saved_rgb,0.9292571395055267,0.7541733821951343,0.9759977506241757,-0.004047665471333284,0.014845652735695491,-0.17376328760338033,-0.17781095307471362
recorded_obs-0629-02,205,True,3.0,0.9279366697985146,0.9441027922412222,0.750125716723801,0.9600123876372342,server_jpeg_bgr_q90,0.9310303560115104,0.7554887390779841,0.9756129997261154,-0.005363022354183067,0.01307243622971177,-0.17244793072053055,-0.17781095307471362
recorded_obs-0629-02,220,True,3.0,0.8972647797530326,0.9076941147770997,0.6938515678255267,0.9338054145733801,saved_rgb,0.8992108127636653,0.6045579633470461,0.9399931683970362,0.08929360447848056,0.00848330201343439,-0.2927068164059865,-0.20341321192750594
recorded_obs-0629-02,220,True,3.0,0.8972647797530326,0.9076941147770997,0.6938515678255267,0.9338054145733801,server_jpeg_bgr_q90,0.9008327887650921,0.6225824427026585,0.9444943360347059,0.0712691251228682,0.006861326012007618,-0.27468233705037415,-0.20341321192750594
recorded_obs-0629-02,222,True,3.0,0.886436567932229,0.8937356423086654,0.634289897282902,0.9135212435781946,saved_rgb,0.8947109502481634,0.5523159331595162,0.9395908641479285,0.08197396412338576,-0.0009753079394979602,-0.3341206347727128,-0.25214667064932705
recorded_obs-0629-02,222,True,3.0,0.886436567932229,0.8937356423086654,0.634289897282902,0.9135212435781946,server_jpeg_bgr_q90,0.896874931216279,0.5533421988792888,0.9442730636033927,0.08094769840361316,-0.0031392889076136132,-0.3330943690529402,-0.25214667064932705
recorded_obs-0629-nonrtc,0,False,,0.0,-0.005942348428870669,0.1337412123293121,0.22213088825628965,saved_rgb,0.004863376435139512,0.14018706240040255,0.24673825608492597,-0.006445850071090442,-0.010805724864010182,0.14018706240040255,0.1337412123293121
recorded_obs-0629-nonrtc,0,False,,0.0,-0.005942348428870669,0.1337412123293121,0.22213088825628965,server_jpeg_bgr_q90,0.006643144052014061,0.12958601387189203,0.2577363900816983,0.004155198457420073,-0.01258549248088473,0.12958601387189203,0.1337412123293121
recorded_obs-0629-nonrtc,17,False,,0.20614763615740078,0.21489602039336392,0.7762031567857473,0.8017618044625008,saved_rgb,0.18541855887195763,0.7015902760390479,0.7023280860295762,0.07461288074669936,0.02947746152140629,0.4954426398816471,0.5700555206283464
